Actual,Predicted
214.45000000000002,313.86020000000013
0.0,114.25879999999994
201.13,289.67839999999995
0.0,84.71495000000003
0.0,70.08960000000003
0.0,545.1896999999997
0.0,295.82770000000016
51.8,44.02054999999999
218.53,88.00194999999994
0.0,39.41795
522.92,1046.574100000001
0.0,0.0
1383.68,503.9263499999994
0.0,0.0
0.0,15.624399999999996
221.36,207.65614999999994
0.0,0.0
0.0,57.57735
159.23,162.70544999999984
318.94,473.58344999999963
318.12,1009.8718000000013
0.0,0.0
0.0,162.5555000000001
683.33,65.12365000000001
0.0,84.16800000000003
0.0,115.44295000000002
0.0,158.01344999999995
0.0,169.88225000000003
353.98,430.8899499999996
0.0,216.98945000000015
1696.54,1307.9315999999992
0.0,0.0
329.04,17.016399999999997
151.83,151.14034999999993
0.0,184.86619999999996
0.0,3.6829
0.0,0.0
0.0,10.6347
1620.02,779.5410499999989
0.0,0.0
0.0,16.306449999999998
0.0,50.56050000000001
0.0,0.0
0.0,37.11429999999999
1745.3200000000002,1615.0096499999981
0.0,956.0552499999986
0.0,67.99900000000001
0.0,28.9457
109.6,141.33919999999998
0.0,77.76575000000001
329.68,168.79495000000006
0.0,319.8253499999999
0.0,-0.21840000000000004
441.26000000000005,1230.4659500000014
0.0,366.0095000000002
0.0,235.21079999999995
0.0,233.21830000000008
0.0,58.332550000000026
0.0,61.94045000000002
0.0,93.0261
0.0,135.34609999999998
0.0,4.1894
126.0,71.68260000000001
299.21000000000004,18.426050000000004
0.0,32.3558
113.29,294.59024999999997
0.0,85.48585000000003
0.0,0.0
557.4200000000001,282.20980000000026
0.0,0.0
0.0,5.9836
0.0,-3.52
0.0,58.61135000000001
0.0,87.06045000000002
0.0,0.0
0.0,89.20620000000002
0.0,324.53075000000007
0.0,175.8836000000001
964.33,471.1917499999996
0.0,59.590900000000005
0.0,0.0
0.0,29.533050000000003
0.0,46.088849999999994
179.0,112.1840999999998
0.0,0.0
0.0,153.66999999999996
0.0,308.06685
0.0,107.66344999999993
0.0,0.0
302.87,82.82675
0.0,28.9298
695.5,645.4468999999998
0.0,70.0914
0.0,3.6399
632.59,313.77995000000004
0.0,221.93084999999996
0.0,21.726749999999992
422.85,338.28930000000014
0.0,3.1506
0.0,0.685
0.0,132.52384999999998
0.0,1768.1328999999996
0.0,0.0
228.8,281.3259500000003
521.02,23.08025
0.0,0.0
0.0,0.0
0.0,220.46594999999996
0.0,43.48015
1129.84,160.23905000000005
261.71,371.74295000000035
0.0,0.0
164.96,356.1670500000007
0.0,0.0
111.05,2.6856999999999998
284.86,137.71644999999992
0.0,0.0
4244.97,3174.905399999998
0.0,0.0
369.17,205.8206000000001
0.0,265.78479999999985
1138.81,592.7220500000006
0.0,0.591
0.0,0.0
877.4499999999999,2682.7571000000007
0.0,0.0
0.0,0.0
0.0,8.55995
0.0,1.79745
242.37,248.48290000000006
0.0,296.2415999999996
0.0,87.31020000000002
290.76,220.93635000000006
175.31,197.4953000000005
0.0,0.0
584.07,150.82665
0.0,180.84204999999992
0.0,-0.014750000000000001
504.43,121.08260000000006
0.0,20.590999999999998
0.0,0.0
0.0,0.685
0.0,204.04285
332.4,421.44920000000025
0.0,15.8449
452.76,352.8025000000003
617.35,1315.1089999999995
184.4,90.18804999999996
0.0,82.69510000000002
0.0,145.27779999999998
0.0,152.0164000000002
0.0,0.0
0.0,112.23079999999999
0.0,0.0
0.0,0.0
473.96,0.8748999999999999
343.7,426.64305000000024
0.0,0.0
0.0,0.0
0.0,139.42819999999992
0.0,49.29344999999999
1040.39,361.3079500000001
0.0,70.97770000000003
224.21,148.1131
0.0,166.63575
0.0,0.0
0.0,0.0
0.0,0.0
0.0,191.31055000000006
0.0,0.0
0.0,91.21204999999998
0.0,122.25035000000004
0.0,0.685
574.98,231.37349999999995
3060.78,1794.9299499999977
0.0,0.39225
0.0,9.562600000000002
0.0,71.99944999999998
0.0,0.0
0.0,56.761950000000006
0.0,2.887
372.68,271.98154999999974
176.87,75.95394999999999
0.0,0.0
0.0,-1.6058500000000004
0.0,102.24755000000003
0.0,59.48050000000002
-1.65,163.39085
0.0,24.053349999999995
252.72,17.878800000000005
121.66,169.56529999999992
0.0,88.18574999999997
0.0,0.0
0.0,72.6668
0.0,0.0
0.0,62.39355000000001
0.0,0.0
0.0,720.0754499999999
0.0,117.75090000000002
335.2,180.07860000000005
0.0,466.0290000000002
0.0,25.726950000000002
0.0,53.7403
0.0,0.0
0.0,0.0
0.0,1.6671999999999998
0.0,6.8416999999999994
513.01,187.75729999999996
0.0,548.4868999999998
0.0,302.3283
0.0,166.08025
0.0,0.0
0.0,24.839749999999995
1075.36,329.16375
0.0,0.0
0.0,208.58494999999982
350.24,257.24109999999996
0.0,99.77254999999995
0.0,156.8881999999999
0.0,153.3261000000001
0.0,161.63989999999995
0.0,106.83719999999998
270.0,611.25555
0.0,297.74670000000003
108.75,207.70540000000005
0.0,0.0
108.86,78.3003
90.02,270.58110000000056
0.0,0.0
585.75,391.2576500000001
0.0,261.7646
0.0,19.9917
0.0,0.0
0.0,0.0
351.15,223.29950000000008
0.0,0.0
0.0,175.8543
0.0,1065.131900000001
0.0,0.0
0.0,0.0
0.0,0.39225
0.0,0.0
0.0,0.0
0.0,37.454499999999996
458.46000000000004,169.13074999999998
85.1,105.18720000000005
0.0,2.2845
133.68,253.75284999999985
0.0,923.5958999999993
0.0,2.5026
0.0,0.0
0.0,0.0
0.0,3.8132
0.0,5.045799999999999
0.0,128.2142499999999
0.0,0.0
0.0,102.98950000000002
0.0,0.0
599.5500000000001,351.51565000000016
0.0,0.0
0.0,11.048700000000002
0.0,0.0
0.0,76.00805000000003
0.0,4.088
0.0,2.044
0.0,706.9378999999993
0.0,5.6887
0.0,0.0
0.0,0.0
0.0,109.95485000000001
536.21,114.95649999999999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,162.25425000000007
0.0,32.21780000000001
437.90999999999997,138.0217
0.0,0.0
0.0,323.0564
0.0,306.29274999999996
177.2,99.20120000000001
0.0,0.0
0.0,116.91654999999999
0.0,100.68095000000001
617.04,488.29924999999946
0.0,39.5751
0.0,0.0
0.0,29.493000000000002
621.08,293.40365
0.0,87.93115
0.0,26.822500000000005
0.0,0.0
272.63,37.41190000000002
0.0,541.0361500000005
0.0,2.7532
0.0,0.0
0.0,254.49305000000004
0.0,28.149649999999998
0.0,8.794999999999996
569.9200000000001,1101.613550000001
0.0,0.0
0.0,60.67975000000001
0.0,0.0
1296.37,63.031949999999995
0.0,62.2523
129.78,219.16944999999998
0.0,215.72495000000018
0.0,0.0
0.0,93.0284
0.0,17.2324
0.0,60.10145000000002
440.63,119.86355000000009
0.0,0.0
0.0,0.0
0.0,29.2778
251.37,102.79609999999998
0.0,107.31104999999998
0.0,0.0
0.0,0.0
275.76,515.7535000000004
0.0,0.0
0.0,2.84205
0.0,0.0
0.0,34.6986
0.0,92.6314
0.0,0.0
0.0,285.8359000000002
300.21999999999997,483.11525000000006
0.0,171.81990000000005
119.0,22.95415
387.48,225.4218500000002
0.0,0.0
0.0,187.3016499999998
518.66,780.4829500000004
0.0,0.0
0.0,328.00889999999987
0.0,0.0
0.0,262.4389499999999
0.0,143.9952
0.0,161.83345
0.0,0.0
0.0,166.97789999999983
378.90000000000003,217.3966
0.0,0.0
665.33,362.8216499999999
0.0,93.90085
0.0,0.0
439.66,457.36375000000015
0.0,0.0
0.0,142.84260000000003
129.18,353.80755000000005
0.0,72.33710000000002
0.0,965.3242499999989
0.0,0.0
0.0,234.46389999999985
0.0,32.626450000000006
0.0,134.78660000000005
0.0,267.26894999999985
343.14,152.26630000000003
0.0,133.01889999999995
0.0,0.0
314.69,2.044
0.0,232.7693999999999
0.0,0.0
0.0,234.65134999999998
0.0,29.811900000000005
0.0,621.9940000000005
0.0,57.50685000000001
0.0,2.0234
0.0,138.57754999999995
0.0,60.25034999999998
0.0,191.25870000000006
255.34,475.99549999999965
42.36000000000001,20.9465
682.9,464.2226499999992
0.0,8.07845
0.0,219.19724999999994
0.0,101.1353
0.0,0.0
0.0,0.0
0.0,0.0
0.0,543.2496499999997
0.0,25.2211
0.0,181.32035000000005
0.0,429.06365000000034
0.0,19.06835
0.0,0.0
164.57,207.6055500000001
0.0,1058.4477499999996
102.99000000000001,217.86084999999974
0.0,74.51180000000001
0.0,0.0
0.0,0.0
0.0,0.0
153.92,163.58384999999998
400.58,599.4662000000004
385.29999999999995,146.32555000000005
0.0,0.0
0.0,122.59500000000001
338.71000000000004,288.9829000000002
0.0,142.85835000000006
0.0,0.0
0.0,0.0
0.0,138.30674999999997
0.0,105.16564999999997
0.0,-0.029500000000000002
0.0,0.75
0.0,0.685
0.0,1.3134000000000001
1366.92,358.4171999999999
1146.07,306.7025000000002
404.37,132.42070000000004
0.0,0.0
0.0,0.0
0.0,24.528000000000006
0.0,0.0
-19.36,457.72509999999994
0.0,123.24984999999988
826.13,130.07850000000005
0.0,0.0
0.0,0.0
413.32,801.5501500000001
0.0,-0.029500000000000002
0.0,0.0
0.0,0.0
0.0,163.52845000000002
89.94,286.9607000000001
0.0,0.0
0.0,0.0
0.0,9.1189
0.0,86.43925000000004
166.97,84.6868
1274.27,512.1445000000008
753.02,183.79185000000012
0.0,0.0
0.0,0.0
0.0,6.165
0.0,20.233549999999997
0.0,0.0
0.0,0.0
-436.2,17.23335
0.0,0.0
165.12,71.28765000000003
0.0,4.3285
311.0,299.1087000000002
0.0,275.6032999999996
0.0,533.4688500000002
0.0,74.7952
0.0,0.0
0.0,154.31579999999997
0.0,455.1119500000006
0.0,0.0
0.0,55.79930000000001
0.0,246.84669999999997
0.0,176.37715000000003
0.0,75.49445000000001
2303.43,388.19024999999965
0.0,226.26974999999985
0.0,0.0
-8.7,30.39760000000001
0.0,0.0
0.0,63.89770000000002
426.09000000000003,42.30495
0.0,0.0
0.0,13.233000000000002
0.0,0.15925
0.0,0.0
0.0,0.0
197.85,401.30130000000014
0.0,0.0
0.0,15.07
0.0,807.6209499999994
209.72,167.34129999999996
0.0,88.91155
0.0,0.0
656.91,1064.461700000001
310.5,114.06605000000005
0.0,159.93980000000005
0.0,9.814499999999999
0.0,414.1749499999998
0.0,0.0
243.55,202.06395000000012
0.0,2.74
0.0,0.0
0.0,178.1792000000002
0.0,0.0
0.0,635.1413499999998
381.02,124.48715000000004
0.0,0.591
0.0,0.0
0.0,4.755249999999999
0.0,376.07389999999987
0.0,92.93330000000002
0.0,0.0
379.58,331.75455000000017
0.0,0.0
1497.52,1237.007899999999
0.0,0.0
0.0,0.0
51.95,243.84405000000018
0.0,0.0
136.74,99.79645
0.0,41.524899999999995
0.0,3.22815
0.0,113.26535000000001
0.0,134.90829999999997
3016.79,1891.3214999999984
460.86,149.22395000000003
488.34,639.1854499999996
3184.06,1583.4113999999995
0.0,2.044
0.0,0.0
348.1,127.05525000000002
0.0,140.32715000000002
0.0,58.19795000000001
0.0,56.355250000000005
0.0,87.98210000000005
0.0,0.0
0.0,4.884650000000001
0.0,0.0
0.0,138.97754999999998
93.35,16.212699999999998
302.62,181.10200000000003
0.0,583.9111499999992
0.0,0.0
0.0,0.0
0.0,0.0
0.0,25.5804
0.0,27.8876
0.0,0.0
0.0,85.17955000000002
0.0,-0.014750000000000001
0.0,0.0
117.74000000000001,41.96614999999999
114.34,149.12799999999993
0.0,26.811799999999995
0.0,101.61475
0.0,24.424750000000003
0.0,25.729049999999997
0.0,0.0
479.36,293.8883500000001
405.13,320.29024999999996
215.25,178.5364999999999
0.0,148.66329999999996
0.0,216.03154999999998
363.95,243.2484
0.0,0.0
0.0,2.0255
0.0,57.29155000000001
0.0,50.334399999999995
0.0,0.1771000000000001
0.0,-0.014750000000000001
0.0,0.0
0.0,0.0
0.0,604.4167999999997
309.36,651.3168499999999
220.57999999999998,175.56085000000002
0.0,0.0
352.08,331.20654999999994
0.0,14.290650000000001
613.98,269.69774999999987
388.93,126.57609999999998
0.0,208.11855
0.0,5.62435
0.0,62.5562
0.0,67.49485
0.0,1.2714
851.07,945.8345000000005
0.0,97.44359999999999
0.0,127.9822
385.02,332.2606500000005
0.0,0.0
231.95,118.17925
0.0,2.9727500000000004
0.0,0.93855
0.0,75.05490000000003
0.0,85.83295
157.54,248.75419999999988
0.0,57.540700000000015
178.04,82.15165000000005
0.0,0.0
0.0,55.64764999999999
0.0,0.0
0.0,83.24765000000004
0.0,173.15514999999996
0.0,0.0
0.0,0.0
0.0,0.0
0.0,175.46294999999995
0.0,4.795
0.0,53.93260000000001
0.0,252.19739999999962
1324.3,126.84445000000001
0.0,46.94870000000001
0.0,87.54625
264.53000000000003,250.1853500000001
0.0,0.0
1228.29,487.52810000000005
0.0,15.711750000000002
0.0,0.0
0.0,111.85715000000002
0.0,42.30464999999998
0.0,69.23644999999999
895.55,256.4156500000001
0.0,0.0
0.0,0.0
720.52,323.61005
160.7,351.11975
0.0,0.0
0.0,4.37735
0.0,136.1706
1560.17,557.32375
0.0,102.46455000000002
0.0,93.32725000000006
0.0,0.0
0.0,55.72929999999999
765.28,487.15020000000004
1018.36,478.6128499999996
-61.51,187.61575000000002
0.0,0.0
0.0,177.81620000000004
0.0,0.0
0.0,41.8984
151.08,102.3492000000001
0.0,307.89644999999996
0.0,86.9269
125.22,534.44525
0.0,97.29884999999999
0.0,28.383449999999993
0.0,-0.014750000000000001
0.0,0.15059999999999998
0.0,-0.014750000000000001
0.0,56.649499999999996
0.0,0.0
0.0,34.44565
0.0,0.0
212.92,215.01964999999984
0.0,0.0
0.0,0.0
0.0,54.302850000000014
0.0,87.43359999999998
0.0,252.29324999999997
0.0,262.73999999999984
0.0,29.578750000000003
418.0,177.80615
0.0,2859.5589999999966
0.0,11.136399999999998
0.0,0.0
0.0,93.0315
0.0,13.65
0.0,340.45755000000025
0.0,7.686650000000001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1823.07,593.0020499999998
241.8,99.68985000000002
0.0,143.9849
0.0,1591.8268000000003
0.0,93.9983
0.0,0.0
0.0,33.79515000000001
75.98,125.43354999999993
0.0,150.29619999999994
0.0,98.03835000000005
569.09,112.81664999999997
-19.599999999999998,548.6383499999998
0.0,0.0
0.0,109.60765000000004
0.0,130.92065
0.0,138.85610000000005
0.0,0.0
245.24,124.97320000000003
452.14,111.90984999999996
0.0,39.60985000000003
0.0,0.0
0.0,376.9040999999999
0.0,13.4072
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1143.0,630.8642999999995
0.0,109.08495
1023.46,201.04765000000006
0.0,103.09820000000003
0.0,0.0
0.0,7.8797500000000005
218.2,175.57040000000003
0.0,52.37355
0.0,26.9399
148.4,478.60164999999995
0.0,92.67035000000001
0.0,250.95519999999996
0.0,0.0
0.0,0.0
150.8,43.804799999999986
0.0,77.47495000000004
0.0,0.0
316.4,1577.92065
0.0,0.0
0.0,23.2767
0.0,110.06805000000003
111.36,28.35545
0.0,332.7882999999997
0.0,103.57125000000008
0.0,0.0
102.83999999999999,157.66179999999986
-11.8,62.70145000000003
0.0,19.323900000000002
165.3,50.980399999999975
0.0,49.45265000000001
0.0,132.21490000000003
0.0,318.15605
0.0,440.88580000000024
0.0,0.0
0.0,-0.0885
6552.4,1544.1006
0.0,0.0
0.0,25.213850000000008
0.0,11.4012
0.0,4.658999999999999
1041.74,728.4126000000007
0.0,0.0
0.0,20.6142
0.0,92.65424999999998
0.0,15.1825
0.0,2.8659000000000003
7566.66,5639.3795000000055
0.0,-0.014750000000000001
1222.14,766.7383500000005
102.12,0.612
455.08,397.90185000000025
0.0,0.0
181.45,41.901450000000025
0.0,0.0
0.0,128.28045000000003
0.0,70.35345000000001
0.0,0.0
0.0,0.0
0.0,18.045399999999994
0.0,315.91274999999973
0.0,73.46184999999997
0.0,109.89470000000001
0.0,0.0
0.0,23.126950000000008
0.0,128.84734999999998
0.0,134.57154999999997
0.0,9.65175
0.0,233.02965000000012
0.0,96.06900000000002
0.0,0.0
292.58,61.488500000000016
1238.48,3799.1959000000006
0.0,172.47354999999996
0.0,14.056650000000001
160.19,220.67639999999986
0.0,80.62244999999999
0.0,34.6966
0.0,0.0
765.13,963.3282500000004
0.0,217.64855000000006
0.0,156.2276
3404.0,3255.452049999998
0.0,209.74534999999992
0.0,254.29755
0.0,0.15059999999999998
843.78,992.7876499999998
0.0,285.42339999999996
488.76,196.7439000000001
865.93,223.94200000000012
0.0,20.060299999999998
0.0,0.0
0.0,140.41645000000008
0.0,70.07965
0.0,166.52450000000002
0.0,0.0
0.0,900.3148499999998
1253.66,382.25799999999987
0.0,0.0
0.0,-0.029500000000000002
-172.89,527.5380500000006
1371.6,1757.9558
0.0,64.76249999999995
508.02,70.64705000000001
570.98,448.5712499999998
0.0,0.0
0.0,106.71840000000002
0.0,172.76750000000004
379.06,447.25809999999944
0.0,0.0
0.0,104.86385000000001
0.0,-1.0608000000000004
0.0,4.088
557.69,411.46154999999993
0.0,155.16859999999988
0.0,10.94395
204.0,1139.4043499999996
0.0,4.795
158.36,31.417100000000005
0.0,0.0
0.0,16.428499999999996
0.0,0.0
0.0,60.78505000000001
1232.5900000000001,176.19754999999978
731.88,50.93019999999999
0.0,0.0
0.0,75.6543
0.0,2.5026
0.0,0.0
0.0,101.46785000000011
0.0,148.0781
0.0,0.0
269.77,78.79159999999997
0.0,2.2845
0.0,185.5558
168.55,251.62309999999994
0.0,0.0
396.65,217.21300000000002
0.0,0.0
0.0,34.46300000000001
584.66,346.9110499999999
0.0,106.85855
0.0,84.07994999999994
0.0,0.0
0.0,0.0
766.14,121.80659999999995
0.0,10.254350000000002
0.0,0.0
0.0,0.0
0.0,146.81849999999994
507.82,402.21189999999956
0.0,0.0
330.64,196.1584
663.26,1528.2707499999992
0.0,0.0
359.04,69.72620000000002
401.75,244.97090000000043
0.0,46.80839999999999
0.0,0.0
0.0,0.685
0.0,0.0
0.0,0.0
0.0,0.0
0.0,413.4157500000004
0.0,0.0
196.85,274.3197500000002
379.19,76.76150000000001
303.85,75.77505000000002
307.15000000000003,142.987
0.0,-0.06675
0.0,0.0
197.55,31.77165
0.0,141.8409499999999
323.12,102.61830000000002
0.0,5.8801
0.0,0.0
0.0,616.3664499999992
0.0,0.0
177.93,90.59795000000005
821.59,705.5386499999997
1741.95,1296.6197499999996
0.0,29.304049999999997
0.0,6.94895
0.0,2.42165
0.0,0.0
0.0,89.48015
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.48
433.0,380.51190000000025
0.0,185.89739999999992
0.0,0.0
0.0,0.0
416.58000000000004,50.55125
0.0,60.15715
0.0,4.4832
1351.68,238.1131000000001
0.0,0.0
0.0,137.19989999999996
315.33,306.1189000000001
0.0,6990.165150000004
0.0,0.0
0.0,0.0
0.0,0.0
0.0,51.71104999999999
1798.48,1298.0723499999988
0.0,120.29175
239.28,475.6744500000001
0.0,293.09885000000014
752.1800000000001,324.65735000000035
0.0,201.4783000000001
0.0,167.1846
313.8,714.5366500000001
0.0,83.89949999999999
437.12,320.68109999999996
183.60000000000002,43.52005000000001
0.0,0.685
0.0,118.33320000000003
0.0,16.3343
0.0,75.58330000000002
1090.07,839.9989000000006
0.0,0.0
0.0,0.0
52.74,35.245299999999986
129.15,128.1845
0.0,0.0
0.0,0.0
0.0,0.685
0.0,57.832950000000004
529.61,190.1404500000001
0.0,0.7922999999999999
0.0,113.40610000000002
0.0,0.0
0.0,0.0
0.0,78.72319999999999
0.0,0.0
0.0,31.801
0.0,20.4115
0.0,309.92425000000037
683.2,277.9742499999999
444.68,136.81939999999997
592.75,765.7348500000002
107.42,586.9894000000002
120.66,11.68235
0.0,125.36055
722.14,1088.6052000000007
0.0,0.0
0.0,18.792450000000002
0.0,0.0
0.0,230.97779999999995
0.0,113.67315000000002
0.0,60.83575
0.0,164.37174999999996
0.0,167.34725000000006
0.0,-0.13274999999999998
1425.2,406.3714500000002
0.0,7.236500000000001
157.78,147.75980000000007
0.0,79.63020000000003
0.0,0.0
110.73,252.28599999999994
0.0,0.0
0.0,129.3736999999999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,72.88855000000001
0.0,0.0
0.0,262.10954999999996
0.0,0.0
0.0,180.70420000000013
178.4,874.0787500000001
297.0,318.8101500000008
0.0,27.3527
59.64,197.33589999999987
227.39,208.84495000000013
59.400000000000006,77.20120000000009
0.0,0.0
0.0,136.54164999999995
0.0,152.75094999999996
0.0,4.8649000000000004
0.0,122.72100000000005
284.25,170.22144999999992
0.0,0.0
0.0,0.0
3513.36,7035.835100000006
0.0,134.42585000000005
0.0,63.58755
0.0,0.0
0.0,46.62615000000001
0.0,0.0
0.0,0.0
0.0,73.73460000000003
0.0,408.93905
0.0,0.0
0.0,187.46259999999998
0.0,0.0
0.0,1.37
0.0,119.66425000000001
0.0,0.0
0.0,27.88945000000001
314.73,171.56060000000005
0.0,232.63259999999988
0.0,1238.1536500000004
0.0,3.3605000000000005
0.0,0.0
0.0,12.285300000000001
111.83,16.535149999999998
152.95,101.85774999999998
0.0,103.21474999999995
0.0,0.39225
0.0,2.044
1319.16,928.1830499999995
0.0,52.75909999999999
0.0,58.34419999999994
0.0,633.5285499999999
1245.81,595.9405499999998
0.0,0.8011500000000001
0.0,0.0
0.0,0.0
0.0,41.368050000000004
0.0,150.19334999999998
0.0,0.0
0.0,2.055
0.0,21.01785
0.0,0.0
76.8,170.8100000000003
0.0,94.11769999999999
180.7,14.893400000000002
345.4,113.90574999999994
0.0,0.0
0.0,0.0
327.3,332.23100000000005
0.0,0.0
16.65,522.4070000000002
0.0,127.09755000000001
0.0,0.39225
0.0,0.0
-125.0,222.66549999999992
0.0,0.0
0.0,3528.7757999999985
0.0,1.5378
0.0,96.86994999999999
0.0,110.09700000000008
0.0,211.92820000000006
0.0,171.27030000000013
0.0,593.5214000000004
